method,scenario,seed,status,K_true_relevant,K_selected,node_count_error,node_support_precision,node_support_recall,node_support_f1,group_ari,mean_score_correlation,measurement_reliability_level_B,heldout_nll_level_A,heldout_nll_level_B,heldout_nll_level_C,bootstrap_edge_jaccard,runtime_seconds,level_A_precision,level_A_recall,level_A_f1,level_A_fdr,level_A_fnr,level_A_specificity,level_A_tp,level_A_fp,level_A_fn,level_A_tn,level_A_mcc,level_A_shd,level_A_normalized_shd,level_A_auprc,level_A_partial_corr_rmse,level_A_exact_graph,level_A_any_false_edge,level_A_n_false_edges,level_A_edge_rmse,level_A_nonedge_rmse,level_A_detected_edge_sign_accuracy,level_B_precision,level_B_recall,level_B_f1,level_B_fdr,level_B_fnr,level_B_specificity,level_B_tp,level_B_fp,level_B_fn,level_B_tn,level_B_mcc,level_B_shd,level_B_normalized_shd,level_B_auprc,level_B_partial_corr_rmse,level_B_exact_graph,level_B_any_false_edge,level_B_n_false_edges,level_B_edge_rmse,level_B_nonedge_rmse,level_B_detected_edge_sign_accuracy,level_C_precision,level_C_recall,level_C_f1,level_C_fdr,level_C_fnr,level_C_specificity,level_C_tp,level_C_fp,level_C_fn,level_C_tn,level_C_mcc,level_C_shd,level_C_normalized_shd,level_C_auprc,level_C_partial_corr_rmse,level_C_exact_graph,level_C_any_false_edge,level_C_n_false_edges,level_C_edge_rmse,level_C_nonedge_rmse,level_C_detected_edge_sign_accuracy,degree_correlation,connected_component_count_error,spurious_bridges,lag_edge_precision,lag_edge_recall,lag_edge_f1
latent_variable_determination2,grouping_error,1,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.7545023696682465,0.96327884215124,0.9377772649891907,5.5695871489152715,5.519070805463652,5.549402108225606,0.7097222222222223,0.405975554996985,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.029865371943005817,1.0,0.0,0.0,0.03032988691804042,0.0296303837590835,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.027661333894266674,1.0,0.0,0.0,0.04168521629309678,0.01670016348764372,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.038058729843975764,0.0,1.0,1.0,0.041573085729552026,0.03617374251396663,1.0,0.6123724356957946,0.0,0.0,,,
latent_variable_determination2,grouping_error,2,ok,6.0,5.0,1.0,1.0,1.0,1.0,0.8,0.9249778839119553,0.9348552238661755,5.6909277146828865,5.848986793313097,4.818528346784718,0.9,0.23019751800165977,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.052038182724956895,1.0,0.0,0.0,0.09013277641317839,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05847038385490798,1.0,0.0,0.0,0.10127367557475561,0.0,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,0.8666666666666667,0.08879460224281888,0.0,0.0,0.0,0.15370617515051152,0.003732015740958094,1.0,0.790569415042095,1.0,0.0,,,
latent_variable_determination2,grouping_error,3,ok,6.0,5.0,1.0,0.8372093023255814,1.0,0.9113924050632911,0.6888888888888889,0.9228028646958913,0.9396618391867907,5.882547226165831,6.039238718255628,5.053478101383922,0.9,0.20566722500370815,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.028332078539144746,1.0,0.0,0.0,0.043809501813786234,0.015634058556124507,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03206402994894112,1.0,0.0,0.0,0.050068603478453766,0.016991777355785168,1.0,0.75,0.6,0.6666666666666665,0.25,0.4,0.9,3.0,1.0,2.0,9.0,0.533001790889026,3.0,0.2,0.7333333333333333,0.1031251683964655,0.0,1.0,1.0,0.16999294999346581,0.03877368968074318,1.0,0.2500000000000001,1.0,0.0,,,
latent_variable_determination2,grouping_error,4,ok,6.0,6.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9004739336492891,0.9634041831149468,0.9328964990606198,5.9918819860008705,6.054508217659245,6.04554146411161,0.7982142857142857,0.3738829699868802,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.031981720387331776,0.0,1.0,1.0,0.02847026919189762,0.03360011226872095,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.0432557781843817,0.0,1.0,1.0,0.04936295297557262,0.03985276598017196,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.04447350714234756,0.0,1.0,1.0,0.050112896595855494,0.04136650884105651,1.0,0.6123724356957946,0.0,0.0,,,
latent_variable_determination2,outcome_irrelevant_node,0,ok,5.0,5.0,0.0,0.8333333333333334,1.0,0.9090909090909091,0.7422222222222222,0.9279056318635968,0.9354979457236873,4.405737199866041,4.446955306007428,4.155248035630737,1.0,0.30578122699807864,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.026136047669071887,1.0,0.0,0.0,0.031944816416060985,0.02140500211857274,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.03343616905208464,1.0,0.0,0.0,0.04294711688387945,0.025172586326681554,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.10462079922199645,1.0,0.0,0.0,0.16534427525816978,0.004086540017653328,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,outcome_irrelevant_node,1,ok,5.0,5.0,0.0,0.967741935483871,1.0,0.9836065573770492,0.8246289169873557,0.9661704058349203,0.9373077267641378,4.636136604050299,4.611188980591215,4.591130068650155,1.0,0.30072216999542434,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.03847393947929498,1.0,0.0,0.0,0.060832143707351016,0.0002005652168669792,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.03147720277321795,1.0,0.0,0.0,0.04480790391637474,0.01768780149682502,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.03853210324168142,1.0,0.0,0.0,0.06092460464023537,0.0,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,outcome_irrelevant_node,2,ok,5.0,5.0,0.0,0.967741935483871,1.0,0.9836065573770492,0.7836418900248687,0.9561820078998494,0.9317136228171474,4.838372840821621,4.974707005056833,4.854957027370738,0.9,0.17043149899109267,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.04496778741822387,1.0,0.0,0.0,0.07109918821692723,0.00032680077558679973,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.05402572402403081,1.0,0.0,0.0,0.08542144900604642,0.00028657809785987716,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.07835442981912466,1.0,0.0,0.0,0.12387270388524932,0.0016522535837800996,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,outcome_irrelevant_node,3,ok,5.0,5.0,0.0,1.0,1.0,1.0,0.6554296767062725,0.9537418429726214,0.9392535652547981,4.927863528985607,5.030307504235031,4.691748135831887,1.0,0.31037571700289845,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.019971887316869833,1.0,0.0,0.0,0.025002347686589495,0.015749567563444578,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.02147785115020791,1.0,0.0,0.0,0.02386381904603159,0.019727533476750683,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.09855033129440234,1.0,0.0,0.0,0.15495203436937074,0.013423525130270134,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,outcome_irrelevant_node,4,ok,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.9673448855159382,0.9357698425872849,4.922282192007841,4.957273356022208,4.957273356022208,0.8800000000000001,0.30592726000759285,0.8,1.0,0.888888888888889,0.2,0.0,0.8333333333333334,4.0,1.0,0.0,5.0,0.816496580927726,1.0,0.1,1.0,0.03795268763537505,0.0,1.0,1.0,0.030656856411371083,0.0421202516757553,1.0,0.8,1.0,0.888888888888889,0.2,0.0,0.8333333333333334,4.0,1.0,0.0,5.0,0.816496580927726,1.0,0.1,1.0,0.049727626135064894,0.0,1.0,1.0,0.053362229760576745,0.04714915649688332,1.0,0.8,1.0,0.888888888888889,0.2,0.0,0.8333333333333334,4.0,1.0,0.0,5.0,0.816496580927726,1.0,0.1,1.0,0.049727626135064894,0.0,1.0,1.0,0.053362229760576745,0.04714915649688332,1.0,0.6454972243679028,0.0,0.0,,,
latent_variable_determination2,hidden_confounding,0,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.8283018867924529,0.9686093361259758,0.9421153887647858,5.433379988849341,5.503608811490584,5.4808339365365955,0.9428571428571428,0.2050796219991753,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.81,0.08096681080692125,0.0,1.0,1.0,0.03646602275263699,0.09575255229323001,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.81,0.06918858468723887,0.0,1.0,1.0,0.061096565506313504,0.07289852685892363,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.8766666666666667,0.0762040881327048,0.0,1.0,1.0,0.03744748675760981,0.08949546044339278,1.0,0.6123724356957946,0.0,0.0,,,
latent_variable_determination2,hidden_confounding,1,ok,6.0,6.0,0.0,1.0,0.6388888888888888,0.7796610169491525,0.2970464135021097,0.9595429313826088,0.9447491118327407,5.612250383138171,5.631538078501274,5.623800177181752,0.8488095238095237,0.19084624300012365,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.0787566016336265,0.0,1.0,1.0,0.07464536608698104,0.08073374828525491,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.08296313832014594,0.0,1.0,1.0,0.05203057339551137,0.09471395459993556,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.08167542709082745,0.0,1.0,1.0,0.055459283070825774,0.09202416555632882,1.0,0.6123724356957946,0.0,0.0,,,
latent_variable_determination2,hidden_confounding,2,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.6193548387096774,0.9545363552705027,0.9419482154537572,5.466161746895254,5.519962845420537,4.712317671413606,0.8696428571428572,0.2584101440006634,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.10496035095844916,0.0,1.0,1.0,0.07243704894685732,0.11790440992565346,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.09879890494054591,0.0,1.0,1.0,0.07162138164641896,0.10989551524837374,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.19830255543862957,0.0,1.0,1.0,0.13712187582612062,0.2226761119321044,1.0,0.6123724356957946,0.0,0.0,,,
latent_variable_determination2,hidden_confounding,3,ok,6.0,6.0,0.0,1.0,0.9444444444444444,0.9714285714285714,0.7768115942028986,0.8654471008715735,0.9473516039569626,5.655260166412137,5.553779306460657,4.190420869325241,1.0,0.15506104499218054,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.09709953943803638,0.0,1.0,1.0,0.053941945799974876,0.11263930965819376,1.0,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,0.71,0.09012363622382806,0.0,1.0,1.0,0.05410843933079871,0.10353522640096934,1.0,0.8,0.8,0.8000000000000002,0.2,0.2,0.9,4.0,1.0,1.0,9.0,0.7,2.0,0.13333333333333333,0.71,0.1846691233126608,0.0,1.0,1.0,0.2838041637732843,0.10431503233030934,1.0,0.15811388300841897,1.0,0.0,,,
latent_variable_determination2,hidden_confounding,4,ok,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.9705794357513358,0.9420504222488798,5.848985876325604,5.934694830664774,5.934694830664774,0.9,0.18804694100981578,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,0.6861904761904761,0.10768673704469488,0.0,1.0,2.0,0.07695982436707383,0.12013843148507669,1.0,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,0.71,0.09844827414447418,0.0,1.0,2.0,0.0763316352709753,0.10781852693979695,1.0,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,0.71,0.09844827414447418,0.0,1.0,2.0,0.0763316352709753,0.10781852693979695,1.0,0.31622776601683794,0.0,0.0,,,
latent_variable_determination2,temporal_data,0,ok,6.0,6.0,0.0,1.0,0.9166666666666666,0.9565217391304348,0.8019512195121952,0.9469248274109381,0.9053325174555314,5.817149946269202,5.788130111749628,5.73320114894217,0.825,0.6382295009971131,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.04590734314288315,1.0,0.0,0.0,0.07877739316829638,0.007634618160815665,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.060050886355651235,0.0,0.0,0.0,0.102522492966465,0.012398896971891355,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05886484120963309,1.0,0.0,0.0,0.10085871590667661,0.010552914705479545,1.0,1.0,0.0,0.0,0.8333333333333334,0.9090909090909091,0.8695652173913043
latent_variable_determination2,temporal_data,1,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.966824644549763,0.9483066768153975,0.9020296907727626,5.689719354504912,5.517346530224962,5.559583170900608,0.6224206349206348,0.4052065049909288,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,0.8,5.0,2.0,0.0,8.0,0.7559289460184545,2.0,0.13333333333333333,1.0,0.058094351871474284,0.0,1.0,2.0,0.07042853500548096,0.050816742394026705,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.061208646138959856,1.0,0.0,0.0,0.0919405586510367,0.037325787074276785,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.061659351620051074,1.0,0.0,0.0,0.09304369803172519,0.03707085906204776,1.0,1.0,0.0,0.0,1.0,0.9090909090909091,0.9523809523809523
latent_variable_determination2,temporal_data,2,ok,6.0,6.0,0.0,1.0,0.6111111111111112,0.7586206896551725,0.18947368421052632,0.8805823224594577,0.9067066933540948,5.529202950541212,5.557603091837619,5.0814565125032045,0.6083333333333333,0.24253746500471607,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.06278669119394364,1.0,0.0,0.0,0.10233806544339275,0.026013709217975665,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0518520017430801,1.0,0.0,0.0,0.08564588288231034,0.01911377774803722,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.1121808196370788,0.0,0.0,0.0,0.1943028792461409,0.0,1.0,0.5,1.0,0.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
latent_variable_determination2,temporal_data,3,ok,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.9553866518947314,0.9127998532069288,5.652835479814709,5.78588632829555,5.78588632829555,0.8566666666666667,0.16763806600647513,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0536909080938294,1.0,0.0,0.0,0.09290840731306725,0.0028432979415899196,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.049553740791236034,1.0,0.0,0.0,0.08425752083049885,0.011562652436034802,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.049553740791236034,1.0,0.0,0.0,0.08425752083049885,0.011562652436034802,1.0,1.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
latent_variable_determination2,temporal_data,4,ok,6.0,6.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9004739336492891,0.9484327286365063,0.9026252944016294,5.870996950114762,5.958330787719081,5.903699449418181,0.795,0.4107907569996314,0.8333333333333334,1.0,0.9090909090909091,0.16666666666666666,0.0,0.9,5.0,1.0,0.0,9.0,0.8660254037844386,1.0,0.06666666666666667,1.0,0.05260746202078549,0.0,1.0,1.0,0.07345868838147367,0.03812122953210396,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.05602740514435538,1.0,0.0,0.0,0.09462506718565708,0.01522016822737357,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.059930083325858474,1.0,0.0,0.0,0.10187103951135199,0.014091415315886216,1.0,1.0,0.0,0.0,0.9166666666666666,1.0,0.9565217391304348
