scenario,seed,method,declared_failure,always_answer_form,gate_wrapped_answer
ate_hidden_confounding,85100215,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100215,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100215,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100215,Median expert,identification,True,False
ate_hidden_confounding,85100215,Best fixed expert,identification,True,False
ate_hidden_confounding,85100215,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100215,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100215,Convex stack,identification,True,False
ate_hidden_confounding,85100215,Linear g-computation,identification,True,False
ate_hidden_confounding,85100215,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100215,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100215,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100216,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100216,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100216,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100216,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100216,Median expert,identification,True,False
ate_hidden_confounding,85100216,Best fixed expert,identification,True,False
ate_hidden_confounding,85100216,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100216,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100216,Convex stack,identification,True,False
ate_hidden_confounding,85100216,Linear g-computation,identification,True,False
ate_hidden_confounding,85100216,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100216,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100216,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100217,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100217,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100217,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100217,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100217,Median expert,identification,True,False
ate_hidden_confounding,85100217,Best fixed expert,identification,True,False
ate_hidden_confounding,85100217,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100217,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100217,Convex stack,identification,True,False
ate_hidden_confounding,85100217,Linear g-computation,identification,True,False
ate_hidden_confounding,85100217,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100217,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100217,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100218,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100218,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100218,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100218,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100218,Median expert,identification,True,False
ate_hidden_confounding,85100218,Best fixed expert,identification,True,False
ate_hidden_confounding,85100218,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100218,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100218,Convex stack,identification,True,False
ate_hidden_confounding,85100218,Linear g-computation,identification,True,False
ate_hidden_confounding,85100218,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100218,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100218,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100219,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100219,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100219,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100219,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100219,Median expert,identification,True,False
ate_hidden_confounding,85100219,Best fixed expert,identification,True,False
ate_hidden_confounding,85100219,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100219,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100219,Convex stack,identification,True,False
ate_hidden_confounding,85100219,Linear g-computation,identification,True,False
ate_hidden_confounding,85100219,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100219,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100219,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100220,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100220,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100220,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100220,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100220,Median expert,identification,True,False
ate_hidden_confounding,85100220,Best fixed expert,identification,True,False
ate_hidden_confounding,85100220,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100220,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100220,Convex stack,identification,True,False
ate_hidden_confounding,85100220,Linear g-computation,identification,True,False
ate_hidden_confounding,85100220,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100220,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100220,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100221,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100221,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100221,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100221,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100221,Median expert,identification,True,False
ate_hidden_confounding,85100221,Best fixed expert,identification,True,False
ate_hidden_confounding,85100221,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100221,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100221,Convex stack,identification,True,False
ate_hidden_confounding,85100221,Linear g-computation,identification,True,False
ate_hidden_confounding,85100221,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100221,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100221,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100222,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100222,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100222,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100222,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100222,Median expert,identification,True,False
ate_hidden_confounding,85100222,Best fixed expert,identification,True,False
ate_hidden_confounding,85100222,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100222,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100222,Convex stack,identification,True,False
ate_hidden_confounding,85100222,Linear g-computation,identification,True,False
ate_hidden_confounding,85100222,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100222,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100222,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100223,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100223,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100223,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100223,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100223,Median expert,identification,True,False
ate_hidden_confounding,85100223,Best fixed expert,identification,True,False
ate_hidden_confounding,85100223,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100223,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100223,Convex stack,identification,True,False
ate_hidden_confounding,85100223,Linear g-computation,identification,True,False
ate_hidden_confounding,85100223,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100223,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100223,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100224,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100224,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100224,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100224,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100224,Median expert,identification,True,False
ate_hidden_confounding,85100224,Best fixed expert,identification,True,False
ate_hidden_confounding,85100224,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100224,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100224,Convex stack,identification,True,False
ate_hidden_confounding,85100224,Linear g-computation,identification,True,False
ate_hidden_confounding,85100224,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100224,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100224,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100225,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100225,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100225,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100225,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100225,Median expert,identification,True,False
ate_hidden_confounding,85100225,Best fixed expert,identification,True,False
ate_hidden_confounding,85100225,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100225,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100225,Convex stack,identification,True,False
ate_hidden_confounding,85100225,Linear g-computation,identification,True,False
ate_hidden_confounding,85100225,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100225,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100225,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100226,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100226,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100226,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100226,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100226,Median expert,identification,True,False
ate_hidden_confounding,85100226,Best fixed expert,identification,True,False
ate_hidden_confounding,85100226,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100226,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100226,Convex stack,identification,True,False
ate_hidden_confounding,85100226,Linear g-computation,identification,True,False
ate_hidden_confounding,85100226,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100226,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100226,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100227,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100227,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100227,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100227,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100227,Median expert,identification,True,False
ate_hidden_confounding,85100227,Best fixed expert,identification,True,False
ate_hidden_confounding,85100227,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100227,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100227,Convex stack,identification,True,False
ate_hidden_confounding,85100227,Linear g-computation,identification,True,False
ate_hidden_confounding,85100227,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100227,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100227,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100228,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100228,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100228,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100228,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100228,Median expert,identification,True,False
ate_hidden_confounding,85100228,Best fixed expert,identification,True,False
ate_hidden_confounding,85100228,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100228,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100228,Convex stack,identification,True,False
ate_hidden_confounding,85100228,Linear g-computation,identification,True,False
ate_hidden_confounding,85100228,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100228,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100228,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100229,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100229,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100229,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100229,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100229,Median expert,identification,True,False
ate_hidden_confounding,85100229,Best fixed expert,identification,True,False
ate_hidden_confounding,85100229,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100229,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100229,Convex stack,identification,True,False
ate_hidden_confounding,85100229,Linear g-computation,identification,True,False
ate_hidden_confounding,85100229,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100229,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100229,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100230,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100230,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100230,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100230,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100230,Median expert,identification,True,False
ate_hidden_confounding,85100230,Best fixed expert,identification,True,False
ate_hidden_confounding,85100230,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100230,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100230,Convex stack,identification,True,False
ate_hidden_confounding,85100230,Linear g-computation,identification,True,False
ate_hidden_confounding,85100230,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100230,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100230,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100231,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100231,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100231,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100231,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100231,Median expert,identification,True,False
ate_hidden_confounding,85100231,Best fixed expert,identification,True,False
ate_hidden_confounding,85100231,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100231,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100231,Convex stack,identification,True,False
ate_hidden_confounding,85100231,Linear g-computation,identification,True,False
ate_hidden_confounding,85100231,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100231,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100231,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100232,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100232,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100232,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100232,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100232,Median expert,identification,True,False
ate_hidden_confounding,85100232,Best fixed expert,identification,True,False
ate_hidden_confounding,85100232,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100232,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100232,Convex stack,identification,True,False
ate_hidden_confounding,85100232,Linear g-computation,identification,True,False
ate_hidden_confounding,85100232,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100232,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100232,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100233,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100233,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100233,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100233,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100233,Median expert,identification,True,False
ate_hidden_confounding,85100233,Best fixed expert,identification,True,False
ate_hidden_confounding,85100233,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100233,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100233,Convex stack,identification,True,False
ate_hidden_confounding,85100233,Linear g-computation,identification,True,False
ate_hidden_confounding,85100233,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100233,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100233,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100234,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100234,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100234,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100234,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100234,Median expert,identification,True,False
ate_hidden_confounding,85100234,Best fixed expert,identification,True,False
ate_hidden_confounding,85100234,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100234,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100234,Convex stack,identification,True,False
ate_hidden_confounding,85100234,Linear g-computation,identification,True,False
ate_hidden_confounding,85100234,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100234,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100234,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100235,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100235,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100235,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100235,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100235,Median expert,identification,True,False
ate_hidden_confounding,85100235,Best fixed expert,identification,True,False
ate_hidden_confounding,85100235,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100235,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100235,Convex stack,identification,True,False
ate_hidden_confounding,85100235,Linear g-computation,identification,True,False
ate_hidden_confounding,85100235,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100235,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100235,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100236,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100236,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100236,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100236,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100236,Median expert,identification,True,False
ate_hidden_confounding,85100236,Best fixed expert,identification,True,False
ate_hidden_confounding,85100236,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100236,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100236,Convex stack,identification,True,False
ate_hidden_confounding,85100236,Linear g-computation,identification,True,False
ate_hidden_confounding,85100236,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100236,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100236,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100237,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100237,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100237,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100237,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100237,Median expert,identification,True,False
ate_hidden_confounding,85100237,Best fixed expert,identification,True,False
ate_hidden_confounding,85100237,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100237,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100237,Convex stack,identification,True,False
ate_hidden_confounding,85100237,Linear g-computation,identification,True,False
ate_hidden_confounding,85100237,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100237,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100237,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100238,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100238,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100238,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100238,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100238,Median expert,identification,True,False
ate_hidden_confounding,85100238,Best fixed expert,identification,True,False
ate_hidden_confounding,85100238,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100238,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100238,Convex stack,identification,True,False
ate_hidden_confounding,85100238,Linear g-computation,identification,True,False
ate_hidden_confounding,85100238,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100238,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100238,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100239,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100239,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100239,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100239,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100239,Median expert,identification,True,False
ate_hidden_confounding,85100239,Best fixed expert,identification,True,False
ate_hidden_confounding,85100239,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100239,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100239,Convex stack,identification,True,False
ate_hidden_confounding,85100239,Linear g-computation,identification,True,False
ate_hidden_confounding,85100239,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100239,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100239,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100240,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100240,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100240,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100240,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100240,Median expert,identification,True,False
ate_hidden_confounding,85100240,Best fixed expert,identification,True,False
ate_hidden_confounding,85100240,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100240,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100240,Convex stack,identification,True,False
ate_hidden_confounding,85100240,Linear g-computation,identification,True,False
ate_hidden_confounding,85100240,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100240,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100240,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100241,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100241,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100241,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100241,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100241,Median expert,identification,True,False
ate_hidden_confounding,85100241,Best fixed expert,identification,True,False
ate_hidden_confounding,85100241,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100241,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100241,Convex stack,identification,True,False
ate_hidden_confounding,85100241,Linear g-computation,identification,True,False
ate_hidden_confounding,85100241,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100241,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100241,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100242,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100242,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100242,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100242,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100242,Median expert,identification,True,False
ate_hidden_confounding,85100242,Best fixed expert,identification,True,False
ate_hidden_confounding,85100242,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100242,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100242,Convex stack,identification,True,False
ate_hidden_confounding,85100242,Linear g-computation,identification,True,False
ate_hidden_confounding,85100242,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100242,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100242,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100243,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100243,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100243,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100243,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100243,Median expert,identification,True,False
ate_hidden_confounding,85100243,Best fixed expert,identification,True,False
ate_hidden_confounding,85100243,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100243,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100243,Convex stack,identification,True,False
ate_hidden_confounding,85100243,Linear g-computation,identification,True,False
ate_hidden_confounding,85100243,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100243,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100243,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100244,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100244,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100244,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100244,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100244,Median expert,identification,True,False
ate_hidden_confounding,85100244,Best fixed expert,identification,True,False
ate_hidden_confounding,85100244,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100244,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100244,Convex stack,identification,True,False
ate_hidden_confounding,85100244,Linear g-computation,identification,True,False
ate_hidden_confounding,85100244,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100244,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100244,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100245,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100245,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100245,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100245,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100245,Median expert,identification,True,False
ate_hidden_confounding,85100245,Best fixed expert,identification,True,False
ate_hidden_confounding,85100245,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100245,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100245,Convex stack,identification,True,False
ate_hidden_confounding,85100245,Linear g-computation,identification,True,False
ate_hidden_confounding,85100245,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100245,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100245,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100246,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100246,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100246,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100246,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100246,Median expert,identification,True,False
ate_hidden_confounding,85100246,Best fixed expert,identification,True,False
ate_hidden_confounding,85100246,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100246,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100246,Convex stack,identification,True,False
ate_hidden_confounding,85100246,Linear g-computation,identification,True,False
ate_hidden_confounding,85100246,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100246,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100246,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100247,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100247,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100247,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100247,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100247,Median expert,identification,True,False
ate_hidden_confounding,85100247,Best fixed expert,identification,True,False
ate_hidden_confounding,85100247,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100247,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100247,Convex stack,identification,True,False
ate_hidden_confounding,85100247,Linear g-computation,identification,True,False
ate_hidden_confounding,85100247,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100247,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100247,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100248,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100248,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100248,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100248,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100248,Median expert,identification,True,False
ate_hidden_confounding,85100248,Best fixed expert,identification,True,False
ate_hidden_confounding,85100248,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100248,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100248,Convex stack,identification,True,False
ate_hidden_confounding,85100248,Linear g-computation,identification,True,False
ate_hidden_confounding,85100248,Random forest g-computation,identification,True,False
ate_hidden_confounding,85100248,AIPW / network orthogonal,identification,True,False
ate_hidden_confounding,85100248,DR learner (spline nuisances),identification,True,False
ate_hidden_confounding,85100249,Pretrained soft router,identification,True,False
ate_hidden_confounding,85100249,Pretrained hard top-1,identification,True,False
ate_hidden_confounding,85100249,Temperature-scaled router,identification,True,False
ate_hidden_confounding,85100249,Uniform expert mean,identification,True,False
ate_hidden_confounding,85100249,Median expert,identification,True,False
ate_hidden_confounding,85100249,Best fixed expert,identification,True,False
ate_hidden_confounding,85100249,Metadata-only selector,identification,True,False
ate_hidden_confounding,85100249,Shallow risk selector,identification,True,False
ate_hidden_confounding,85100249,Convex stack,identification,True,False
