line,text
58598,"""level_C_recall__std"": 0.2,"
58599,"""level_C_shd__mean"": 1.6,"
58600,"""level_C_shd__median"": 1.0,"
58601,"""level_C_shd__q05"": 1.0,"
58602,"""level_C_shd__q95"": 2.8,"
58603,"""level_C_shd__std"": 0.8944271909999159,"
58629,"""method"": ""latent_variable_determination2"","
58636,"""node_support_f1__mean"": 0.9711662980212546,"
58637,"""node_support_f1__median"": 0.9859154929577464,"
58638,"""node_support_f1__q05"": 0.9235583684950773,"
58639,"""node_support_f1__q95"": 0.9972602739726028,"
58640,"""node_support_f1__std"": 0.03482823845673658,"
58641,"""node_support_precision__mean"": 0.9564808995041553,"
58642,"""node_support_precision__median"": 0.972972972972973,"
58643,"""node_support_precision__q05"": 0.8642118863049096,"
58644,"""node_support_precision__q95"": 1.0,"
58645,"""node_support_precision__std"": 0.0680685607268107,"
58646,"""node_support_recall__mean"": 0.9888888888888889,"
58647,"""node_support_recall__median"": 1.0,"
58648,"""node_support_recall__q05"": 0.9722222222222222,"
58649,"""node_support_recall__q95"": 1.0,"
58650,"""node_support_recall__std"": 0.015214515486254621,"
58711,"""lag_edge_f1__q05"": null,"
58712,"""lag_edge_f1__q95"": null,"
58713,"""lag_edge_f1__std"": 0.0,"
58716,"""lag_edge_precision__q05"": null,"
58717,"""lag_edge_precision__q95"": null,"
58718,"""lag_edge_precision__std"": 0.0,"
58721,"""lag_edge_recall__q05"": null,"
58722,"""lag_edge_recall__q95"": null,"
58723,"""lag_edge_recall__std"": 0.0,"
58734,"""level_A_detected_edge_sign_accuracy__mean"": 1.0,"
58735,"""level_A_detected_edge_sign_accuracy__median"": 1.0,"
58736,"""level_A_detected_edge_sign_accuracy__q05"": 1.0,"
58737,"""level_A_detected_edge_sign_accuracy__q95"": 1.0,"
58738,"""level_A_detected_edge_sign_accuracy__std"": 0.0,"
58739,"""level_A_edge_rmse__mean"": 0.06289004159070481,"
58740,"""level_A_edge_rmse__median"": 0.07243704894685732,"
58741,"""level_A_edge_rmse__q05"": 0.03996120736210457,"
58742,"""level_A_edge_rmse__q95"": 0.07649693271105527,"
58743,"""level_A_edge_rmse__std"": 0.01736079621359598,"
58749,"""level_A_f1__mean"": 0.8939393939393939,"
58750,"""level_A_f1__median"": 0.9090909090909091,"
58751,"""level_A_f1__q05"": 0.8484848484848484,"
58752,"""level_A_f1__q95"": 0.9090909090909091,"
58753,"""level_A_f1__std"": 0.03387981784090592,"
58784,"""level_A_nonedge_rmse__mean"": 0.10543369032948176,"
58785,"""level_A_nonedge_rmse__median"": 0.11263930965819376,"
58786,"""level_A_nonedge_rmse__q05"": 0.08373750908684993,"
58787,"""level_A_nonedge_rmse__q95"": 0.11969162717319204,"
58788,"""level_A_nonedge_rmse__std"": 0.016788990293305474,"
58789,"""level_A_normalized_shd__mean"": 0.08,"
58790,"""level_A_normalized_shd__median"": 0.06666666666666667,"
58791,"""level_A_normalized_shd__q05"": 0.06666666666666667,"
58792,"""level_A_normalized_shd__q95"": 0.11999999999999998,"
58793,"""level_A_normalized_shd__std"": 0.029814239699997195,"
58794,"""level_A_partial_corr_rmse__mean"": 0.09389400797634564,"
58795,"""level_A_partial_corr_rmse__median"": 0.09709953943803638,"
58796,"""level_A_partial_corr_rmse__q05"": 0.07919864346828545,"
58797,"""level_A_partial_corr_rmse__q95"": 0.10714145982744573,"
58798,"""level_A_partial_corr_rmse__std"": 0.01340925288321552,"
58799,"""level_A_precision__mean"": 0.8095238095238095,"
58800,"""level_A_precision__median"": 0.8333333333333334,"
58801,"""level_A_precision__q05"": 0.7380952380952381,"
58802,"""level_A_precision__q95"": 0.8333333333333334,"
58803,"""level_A_precision__std"": 0.053239713749995,"
58804,"""level_A_recall__mean"": 1.0,"
58805,"""level_A_recall__median"": 1.0,"
58806,"""level_A_recall__q05"": 1.0,"
58807,"""level_A_recall__q95"": 1.0,"
58808,"""level_A_recall__std"": 0.0,"
58809,"""level_A_shd__mean"": 1.2,"
58810,"""level_A_shd__median"": 1.0,"
58811,"""level_A_shd__q05"": 1.0,"
58812,"""level_A_shd__q95"": 1.7999999999999998,"
58813,"""level_A_shd__std"": 0.4472135954999579,"
58839,"""level_B_detected_edge_sign_accuracy__mean"": 1.0,"
58840,"""level_B_detected_edge_sign_accuracy__median"": 1.0,"
58841,"""level_B_detected_edge_sign_accuracy__q05"": 1.0,"
58842,"""level_B_detected_edge_sign_accuracy__q95"": 1.0,"
58843,"""level_B_detected_edge_sign_accuracy__std"": 0.0,"
58844,"""level_B_edge_rmse__mean"": 0.06303771903000358,"
58845,"""level_B_edge_rmse__median"": 0.061096565506313504,"
58846,"""level_B_edge_rmse__q05"": 0.05244614658256884,"
58847,"""level_B_edge_rmse__q95"": 0.07538958454606404,"
58848,"""level_B_edge_rmse__std"": 0.010666124423877052,"
58854,"""level_B_f1__mean"": 0.8939393939393939,"
58855,"""level_B_f1__median"": 0.9090909090909091,"
58856,"""level_B_f1__q05"": 0.8484848484848484,"
58857,"""level_B_f1__q95"": 0.9090909090909091,"
58858,"""level_B_f1__std"": 0.03387981784090592,"
58889,"""level_B_nonedge_rmse__mean"": 0.09777235000959984,"
58890,"""level_B_nonedge_rmse__median"": 0.10353522640096934,"
58891,"""level_B_nonedge_rmse__q05"": 0.07726161240712602,"
58892,"""level_B_nonedge_rmse__q95"": 0.10948011758665838,"
58893,"""level_B_nonedge_rmse__std"": 0.015076209829020484,"
58894,"""level_B_normalized_shd__mean"": 0.08,"
58895,"""level_B_normalized_shd__median"": 0.06666666666666667,"
58896,"""level_B_normalized_shd__q05"": 0.06666666666666667,"
58897,"""level_B_normalized_shd__q95"": 0.11999999999999998,"
58898,"""level_B_normalized_shd__std"": 0.029814239699997195,"
58899,"""level_B_partial_corr_rmse__mean"": 0.0879045076632466,"
58900,"""level_B_partial_corr_rmse__median"": 0.09012363622382806,"
58901,"""level_B_partial_corr_rmse__q05"": 0.0719434954138203,"
58902,"""level_B_partial_corr_rmse__q95"": 0.09872877878133157,"
58903,"""level_B_partial_corr_rmse__std"": 0.012343888559156128,"
58904,"""level_B_precision__mean"": 0.8095238095238095,"
58905,"""level_B_precision__median"": 0.8333333333333334,"
58906,"""level_B_precision__q05"": 0.7380952380952381,"
58907,"""level_B_precision__q95"": 0.8333333333333334,"
58908,"""level_B_precision__std"": 0.053239713749995,"
58909,"""level_B_recall__mean"": 1.0,"
58910,"""level_B_recall__median"": 1.0,"
58911,"""level_B_recall__q05"": 1.0,"
58912,"""level_B_recall__q95"": 1.0,"
58913,"""level_B_recall__std"": 0.0,"
58914,"""level_B_shd__mean"": 1.2,"
58915,"""level_B_shd__median"": 1.0,"
58916,"""level_B_shd__q05"": 1.0,"
58917,"""level_B_shd__q95"": 1.7999999999999998,"
58918,"""level_B_shd__std"": 0.4472135954999579,"
58944,"""level_C_detected_edge_sign_accuracy__mean"": 1.0,"
58945,"""level_C_detected_edge_sign_accuracy__median"": 1.0,"
58946,"""level_C_detected_edge_sign_accuracy__q05"": 1.0,"
58947,"""level_C_detected_edge_sign_accuracy__q95"": 1.0,"
58948,"""level_C_detected_edge_sign_accuracy__std"": 0.0,"
58949,"""level_C_edge_rmse__mean"": 0.11803288893976319,"
58950,"""level_C_edge_rmse__median"": 0.0763316352709753,"
58951,"""level_C_edge_rmse__q05"": 0.041049846020253,"
58952,"""level_C_edge_rmse__q95"": 0.25446770618385156,"
58953,"""level_C_edge_rmse__std"": 0.09999120303072596,"
58959,"""level_C_f1__mean"": 0.8721212121212121,"
58960,"""level_C_f1__median"": 0.9090909090909091,"
58961,"""level_C_f1__q05"": 0.8066666666666668,"
58962,"""level_C_f1__q95"": 0.9090909090909091,"
58963,"""level_C_f1__std"": 0.05197654341332658,"
58994,"""level_C_nonedge_rmse__mean"": 0.12326585944038645,"
58995,"""level_C_nonedge_rmse__median"": 0.10431503233030934,"
58996,"""level_C_nonedge_rmse__q05"": 0.09000120146598,"
58997,"""level_C_nonedge_rmse__q95"": 0.1997045949336429,"
58998,"""level_C_nonedge_rmse__std"": 0.056117366998034206,"
58999,"""level_C_normalized_shd__mean"": 0.09333333333333334,"
59000,"""level_C_normalized_shd__median"": 0.06666666666666667,"
59001,"""level_C_normalized_shd__q05"": 0.06666666666666667,"
59002,"""level_C_normalized_shd__q95"": 0.13333333333333333,"
59003,"""level_C_normalized_shd__std"": 0.03651483716701107,"
59004,"""level_C_partial_corr_rmse__mean"": 0.12785989362385936,"
59005,"""level_C_partial_corr_rmse__median"": 0.09844827414447418,"
59006,"""level_C_partial_corr_rmse__q05"": 0.07729835592432932,"
59007,"""level_C_partial_corr_rmse__q95"": 0.19557586901343582,"
59008,"""level_C_partial_corr_rmse__std"": 0.05885539000734336,"
59009,"""level_C_precision__mean"": 0.8028571428571428,"
59010,"""level_C_precision__median"": 0.8333333333333334,"
59011,"""level_C_precision__q05"": 0.7314285714285714,"
59012,"""level_C_precision__q95"": 0.8333333333333334,"
59013,"""level_C_precision__std"": 0.05157386882499928,"
59014,"""level_C_recall__mean"": 0.96,"
59015,"""level_C_recall__median"": 1.0,"
59016,"""level_C_recall__q05"": 0.8400000000000001,"
59017,"""level_C_recall__q95"": 1.0,"
59018,"""level_C_recall__std"": 0.08944271909999157,"
59019,"""level_C_shd__mean"": 1.4,"
59020,"""level_C_shd__median"": 1.0,"
59021,"""level_C_shd__q05"": 1.0,"
59022,"""level_C_shd__q95"": 2.0,"
59023,"""level_C_shd__std"": 0.5477225575051661,"
59049,"""method"": ""latent_variable_determination2"","
59056,"""node_support_f1__mean"": 0.9474010162670939,"
59057,"""node_support_f1__median"": 0.9859154929577464,"
59058,"""node_support_f1__q05"": 0.8180145278450363,"
59059,"""node_support_f1__q95"": 1.0,"
59060,"""node_support_f1__std"": 0.09451283229335143,"
59061,"""node_support_precision__mean"": 1.0,"
59062,"""node_support_precision__median"": 1.0,"
59063,"""node_support_precision__q05"": 1.0,"
59064,"""node_support_precision__q95"": 1.0,"
59065,"""node_support_precision__std"": 0.0,"
59066,"""node_support_recall__mean"": 0.9111111111111111,"
59067,"""node_support_recall__median"": 0.9722222222222222,"
59068,"""node_support_recall__q05"": 0.7,"
59069,"""node_support_recall__q95"": 1.0,"
59070,"""node_support_recall__std"": 0.15390994641327854,"
59131,"""lag_edge_f1__q05"": null,"
59132,"""lag_edge_f1__q95"": null,"
59133,"""lag_edge_f1__std"": 0.0,"
59136,"""lag_edge_precision__q05"": null,"
59137,"""lag_edge_precision__q95"": null,"
59138,"""lag_edge_precision__std"": 0.0,"
59141,"""lag_edge_recall__q05"": null,"
59142,"""lag_edge_recall__q95"": null,"
59143,"""lag_edge_recall__std"": 0.0,"
59154,"""level_A_detected_edge_sign_accuracy__mean"": 1.0,"
59155,"""level_A_detected_edge_sign_accuracy__median"": 1.0,"
59156,"""level_A_detected_edge_sign_accuracy__q05"": 1.0,"
59157,"""level_A_detected_edge_sign_accuracy__q95"": 1.0,"
59158,"""level_A_detected_edge_sign_accuracy__std"": 0.0,"
59159,"""level_A_edge_rmse__mean"": 0.04893866549033922,"
59160,"""level_A_edge_rmse__median"": 0.04550112023309247,"
59161,"""level_A_edge_rmse__q05"": 0.03700307772970406,"
59162,"""level_A_edge_rmse__q95"": 0.06908353537472837,"
59163,"""level_A_edge_rmse__std"": 0.015029075670848557,"
59169,"""level_A_f1__mean"": 1.0,"
59170,"""level_A_f1__median"": 1.0,"
59171,"""level_A_f1__q05"": 1.0,"
59172,"""level_A_f1__q95"": 1.0,"
59173,"""level_A_f1__std"": 0.0,"
59204,"""level_A_nonedge_rmse__mean"": 0.02453395865101077,"
59205,"""level_A_nonedge_rmse__median"": 0.02395442266080583,"
59206,"""level_A_nonedge_rmse__q05"": 0.01641818997184502,"
59207,"""level_A_nonedge_rmse__q95"": 0.03427949879773402,"
59208,"""level_A_nonedge_rmse__std"": 0.008139752042187956,"
59209,"""level_A_normalized_shd__mean"": 0.0,"
59210,"""level_A_normalized_shd__median"": 0.0,"
59211,"""level_A_normalized_shd__q05"": 0.0,"
59212,"""level_A_normalized_shd__q95"": 0.0,"
59213,"""level_A_normalized_shd__std"": 0.0,"
59214,"""level_A_partial_corr_rmse__mean"": 0.03526669241259707,"
59215,"""level_A_partial_corr_rmse__median"": 0.03844507565550926,"
59216,"""level_A_partial_corr_rmse__q05"": 0.02587618703617634,"
59217,"""level_A_partial_corr_rmse__q95"": 0.04360107515275588,"
59218,"""level_A_partial_corr_rmse__std"": 0.008018516245995227,"
59219,"""level_A_precision__mean"": 1.0,"
59220,"""level_A_precision__median"": 1.0,"
59221,"""level_A_precision__q05"": 1.0,"
59222,"""level_A_precision__q95"": 1.0,"
59223,"""level_A_precision__std"": 0.0,"
59224,"""level_A_recall__mean"": 1.0,"
59225,"""level_A_recall__median"": 1.0,"
59226,"""level_A_recall__q05"": 1.0,"
59227,"""level_A_recall__q95"": 1.0,"
59228,"""level_A_recall__std"": 0.0,"
59229,"""level_A_shd__mean"": 0.0,"
59230,"""level_A_shd__median"": 0.0,"
59231,"""level_A_shd__q05"": 0.0,"
59232,"""level_A_shd__q95"": 0.0,"
59233,"""level_A_shd__std"": 0.0,"
59259,"""level_B_detected_edge_sign_accuracy__mean"": 1.0,"
59260,"""level_B_detected_edge_sign_accuracy__median"": 1.0,"
59261,"""level_B_detected_edge_sign_accuracy__q05"": 1.0,"
59262,"""level_B_detected_edge_sign_accuracy__q95"": 1.0,"
59263,"""level_B_detected_edge_sign_accuracy__std"": 0.0,"
59264,"""level_B_edge_rmse__mean"": 0.06386167229572895,"
59265,"""level_B_edge_rmse__median"": 0.07059192587507922,"
59266,"""level_B_edge_rmse__q05"": 0.03840833525015589,"
59267,"""level_B_edge_rmse__q95"": 0.08528577504969027,"
59268,"""level_B_edge_rmse__std"": 0.02053514025794795,"
59274,"""level_B_f1__mean"": 0.9777777777777779,"
59275,"""level_B_f1__median"": 1.0,"
59276,"""level_B_f1__q05"": 0.9111111111111112,"
59277,"""level_B_f1__q95"": 1.0,"
59278,"""level_B_f1__std"": 0.0496903994999953,"
59309,"""level_B_nonedge_rmse__mean"": 0.02121282688964951,"
59310,"""level_B_nonedge_rmse__median"": 0.02106670877894396,"
59311,"""level_B_nonedge_rmse__q05"": 0.014551816127339415,"
59312,"""level_B_nonedge_rmse__q95"": 0.027962175508521273,"
59313,"""level_B_nonedge_rmse__std"": 0.005957203137812154,"
59314,"""level_B_normalized_shd__mean"": 0.013333333333333332,"
59315,"""level_B_normalized_shd__median"": 0.0,"
59316,"""level_B_normalized_shd__q05"": 0.0,"
59317,"""level_B_normalized_shd__q95"": 0.05333333333333332,"
59318,"""level_B_normalized_shd__std"": 0.02981423969999719,"
59319,"""level_B_partial_corr_rmse__mean"": 0.041428400390531,"
59320,"""level_B_partial_corr_rmse__median"": 0.04230862842883315,"
59321,"""level_B_partial_corr_rmse__q05"": 0.030089261829925672,"
59322,"""level_B_partial_corr_rmse__q95"": 0.051963737019876007,"
59323,"""level_B_partial_corr_rmse__std"": 0.009649675729530835,"
59324,"""level_B_precision__mean"": 1.0,"
59325,"""level_B_precision__median"": 1.0,"
59326,"""level_B_precision__q05"": 1.0,"
59327,"""level_B_precision__q95"": 1.0,"
59328,"""level_B_precision__std"": 0.0,"
59329,"""level_B_recall__mean"": 0.96,"
59330,"""level_B_recall__median"": 1.0,"
59331,"""level_B_recall__q05"": 0.8400000000000001,"
59332,"""level_B_recall__q95"": 1.0,"
59333,"""level_B_recall__std"": 0.08944271909999157,"
59334,"""level_B_shd__mean"": 0.2,"
59335,"""level_B_shd__median"": 0.0,"
59336,"""level_B_shd__q05"": 0.0,"
59337,"""level_B_shd__q95"": 0.7999999999999998,"
59338,"""level_B_shd__std"": 0.44721359549995804,"
59364,"""level_C_detected_edge_sign_accuracy__mean"": 1.0,"
59365,"""level_C_detected_edge_sign_accuracy__median"": 1.0,"
59366,"""level_C_detected_edge_sign_accuracy__q05"": 1.0,"
59367,"""level_C_detected_edge_sign_accuracy__q95"": 1.0,"
59368,"""level_C_detected_edge_sign_accuracy__std"": 0.0,"
59369,"""level_C_edge_rmse__mean"": 0.08403186129920011,"
59370,"""level_C_edge_rmse__median"": 0.08365977856672456,"
59371,"""level_C_edge_rmse__q05"": 0.057786783532106235,"
59372,"""level_C_edge_rmse__q95"": 0.11540151872131692,"
59373,"""level_C_edge_rmse__std"": 0.025052778807781926,"
59379,"""level_C_f1__mean"": 0.8977777777777778,"
59380,"""level_C_f1__median"": 0.888888888888889,"
59381,"""level_C_f1__q05"": 0.8000000000000002,"
59382,"""level_C_f1__q95"": 1.0,"
59383,"""level_C_f1__std"": 0.10012338067616713,"
59414,"""level_C_nonedge_rmse__mean"": 0.10585773593810033,"
59415,"""level_C_nonedge_rmse__median"": 0.027562599891227668,"
59416,"""level_C_nonedge_rmse__q05"": 0.014634858976660782,"
59417,"""level_C_nonedge_rmse__q95"": 0.24480415764357089,"
59418,"""level_C_nonedge_rmse__std"": 0.11866950188523008,"
59419,"""level_C_normalized_shd__mean"": 0.06666666666666668,"
59420,"""level_C_normalized_shd__median"": 0.06666666666666667,"
59421,"""level_C_normalized_shd__q05"": 0.0,"
59422,"""level_C_normalized_shd__q95"": 0.13333333333333333,"
59423,"""level_C_normalized_shd__std"": 0.06666666666666667,"
59424,"""level_C_partial_corr_rmse__mean"": 0.10734716806601619,"
59425,"""level_C_partial_corr_rmse__median"": 0.05357706246215541,"
59426,"""level_C_partial_corr_rmse__q05"": 0.039442169586892374,"
59427,"""level_C_partial_corr_rmse__q95"": 0.2105523102943995,"
59428,"""level_C_partial_corr_rmse__std"": 0.08645052828786848,"
59429,"""level_C_precision__mean"": 0.9199999999999999,"
59430,"""level_C_precision__median"": 1.0,"
59431,"""level_C_precision__q05"": 0.8,"
59432,"""level_C_precision__q95"": 1.0,"
59433,"""level_C_precision__std"": 0.1095445115010332,"
59434,"""level_C_recall__mean"": 0.8800000000000001,"
59435,"""level_C_recall__median"": 0.8,"
59436,"""level_C_recall__q05"": 0.8,"
59437,"""level_C_recall__q95"": 1.0,"
59438,"""level_C_recall__std"": 0.1095445115010332,"
59439,"""level_C_shd__mean"": 1.0,"
59440,"""level_C_shd__median"": 1.0,"
59441,"""level_C_shd__q05"": 0.0,"
59442,"""level_C_shd__q95"": 2.0,"
59443,"""level_C_shd__std"": 1.0,"
59469,"""method"": ""latent_variable_determination2"","
59476,"""node_support_f1__mean"": 0.9801207243460764,"
59477,"""node_support_f1__median"": 0.9859154929577464,"
59478,"""node_support_f1__q05"": 0.9714285714285714,"
59479,"""node_support_f1__q95"": 0.9859154929577464,"
59480,"""node_support_f1__std"": 0.007934813710336365,"
59481,"""node_support_precision__mean"": 1.0,"
59482,"""node_support_precision__median"": 1.0,"
59483,"""node_support_precision__q05"": 1.0,"
59484,"""node_support_precision__q95"": 1.0,"
59485,"""node_support_precision__std"": 0.0,"
59486,"""node_support_recall__mean"": 0.961111111111111,"
59487,"""node_support_recall__median"": 0.9722222222222222,"
59488,"""node_support_recall__q05"": 0.9444444444444444,"
59489,"""node_support_recall__q95"": 0.9722222222222222,"
59490,"""node_support_recall__std"": 0.015214515486254621,"
59551,"""lag_edge_f1__q05"": null,"
59552,"""lag_edge_f1__q95"": null,"
59553,"""lag_edge_f1__std"": 0.0,"
59556,"""lag_edge_precision__q05"": null,"
59557,"""lag_edge_precision__q95"": null,"
59558,"""lag_edge_precision__std"": 0.0,"
59561,"""lag_edge_recall__q05"": null,"
59562,"""lag_edge_recall__q95"": null,"
59563,"""lag_edge_recall__std"": 0.0,"
59574,"""level_A_detected_edge_sign_accuracy__mean"": 1.0,"
59575,"""level_A_detected_edge_sign_accuracy__median"": 1.0,"
59576,"""level_A_detected_edge_sign_accuracy__q05"": 1.0,"
59577,"""level_A_detected_edge_sign_accuracy__q95"": 1.0,"
59578,"""level_A_detected_edge_sign_accuracy__std"": 0.0,"
59579,"""level_A_edge_rmse__mean"": 0.029969178156446875,"
59580,"""level_A_edge_rmse__median"": 0.028326191328782623,"
59581,"""level_A_edge_rmse__q05"": 0.020342181665360677,"
59582,"""level_A_edge_rmse__q95"": 0.04076324618834993,"
59583,"""level_A_edge_rmse__std"": 0.00977125765154304,"
59589,"""level_A_f1__mean"": 1.0,"
59590,"""level_A_f1__median"": 1.0,"
59591,"""level_A_f1__q05"": 1.0,"
59592,"""level_A_f1__q95"": 1.0,"
59593,"""level_A_f1__std"": 0.0,"
59624,"""level_A_nonedge_rmse__mean"": 0.012470700446294484,"
59625,"""level_A_nonedge_rmse__median"": 0.012675778762532036,"
59626,"""level_A_nonedge_rmse__q05"": 0.0060264631792473515,"
59627,"""level_A_nonedge_rmse__q95"": 0.019260974667410422,"
59628,"""level_A_nonedge_rmse__std"": 0.0058605564327398,"
59629,"""level_A_normalized_shd__mean"": 0.0,"
59630,"""level_A_normalized_shd__median"": 0.0,"
59631,"""level_A_normalized_shd__q05"": 0.0,"
59632,"""level_A_normalized_shd__q95"": 0.0,"
59633,"""level_A_normalized_shd__std"": 0.0,"
59634,"""level_A_partial_corr_rmse__mean"": 0.02056045134324996,"
59635,"""level_A_partial_corr_rmse__median"": 0.01935393026121669,"
59636,"""level_A_partial_corr_rmse__q05"": 0.014670255413415054,"
59637,"""level_A_partial_corr_rmse__q95"": 0.027094533894960564,"
59638,"""level_A_partial_corr_rmse__std"": 0.005489675001659182,"
59639,"""level_A_precision__mean"": 1.0,"
59640,"""level_A_precision__median"": 1.0,"
59641,"""level_A_precision__q05"": 1.0,"
59642,"""level_A_precision__q95"": 1.0,"
59643,"""level_A_precision__std"": 0.0,"
59644,"""level_A_recall__mean"": 1.0,"
59645,"""level_A_recall__median"": 1.0,"
59646,"""level_A_recall__q05"": 1.0,"
59647,"""level_A_recall__q95"": 1.0,"
59648,"""level_A_recall__std"": 0.0,"
59649,"""level_A_shd__mean"": 0.0,"
59650,"""level_A_shd__median"": 0.0,"
59651,"""level_A_shd__q05"": 0.0,"
59652,"""level_A_shd__q95"": 0.0,"
59653,"""level_A_shd__std"": 0.0,"
59679,"""level_B_detected_edge_sign_accuracy__mean"": 1.0,"
59680,"""level_B_detected_edge_sign_accuracy__median"": 1.0,"
59681,"""level_B_detected_edge_sign_accuracy__q05"": 1.0,"
59682,"""level_B_detected_edge_sign_accuracy__q95"": 1.0,"
59683,"""level_B_detected_edge_sign_accuracy__std"": 0.0,"
59684,"""level_B_edge_rmse__mean"": 0.06590797469235979,"
59685,"""level_B_edge_rmse__median"": 0.06597492879130043,"
59686,"""level_B_edge_rmse__q05"": 0.05921920960648962,"
59687,"""level_B_edge_rmse__q95"": 0.0710967910300553,"
59688,"""level_B_edge_rmse__std"": 0.005287187796697533,"
59694,"""level_B_f1__mean"": 0.9818181818181818,"
59695,"""level_B_f1__median"": 1.0,"
59696,"""level_B_f1__q05"": 0.9272727272727272,"
59697,"""level_B_f1__q95"": 1.0,"
59698,"""level_B_f1__std"": 0.0406557814090871,"
59729,"""level_B_nonedge_rmse__mean"": 0.031590156875776085,"
59730,"""level_B_nonedge_rmse__median"": 0.0346745953372505,"
59731,"""level_B_nonedge_rmse__q05"": 0.024065363769056713,"
59732,"""level_B_nonedge_rmse__q95"": 0.03823252955058139,"
59733,"""level_B_nonedge_rmse__std"": 0.006584495222517223,"
59734,"""level_B_normalized_shd__mean"": 0.013333333333333332,"
59735,"""level_B_normalized_shd__median"": 0.0,"
59736,"""level_B_normalized_shd__q05"": 0.0,"
59737,"""level_B_normalized_shd__q95"": 0.05333333333333332,"
59738,"""level_B_normalized_shd__std"": 0.02981423969999719,"
59739,"""level_B_partial_corr_rmse__mean"": 0.04609555183238778,"
59740,"""level_B_partial_corr_rmse__median"": 0.046782894168442446,"
59741,"""level_B_partial_corr_rmse__q05"": 0.03999115592109083,"
59742,"""level_B_partial_corr_rmse__q95"": 0.0512023456616232,"
59743,"""level_B_partial_corr_rmse__std"": 0.004876382808094039,"
59744,"""level_B_precision__mean"": 0.9666666666666668,"
59745,"""level_B_precision__median"": 1.0,"
59746,"""level_B_precision__q05"": 0.8666666666666667,"
59747,"""level_B_precision__q95"": 1.0,"
59748,"""level_B_precision__std"": 0.07453559924999298,"
59749,"""level_B_recall__mean"": 1.0,"
59750,"""level_B_recall__median"": 1.0,"
59751,"""level_B_recall__q05"": 1.0,"
59752,"""level_B_recall__q95"": 1.0,"
59753,"""level_B_recall__std"": 0.0,"
59754,"""level_B_shd__mean"": 0.2,"
59755,"""level_B_shd__median"": 0.0,"
59756,"""level_B_shd__q05"": 0.0,"
59757,"""level_B_shd__q95"": 0.7999999999999998,"
59758,"""level_B_shd__std"": 0.44721359549995804,"
59784,"""level_C_detected_edge_sign_accuracy__mean"": 1.0,"
59785,"""level_C_detected_edge_sign_accuracy__median"": 1.0,"
59786,"""level_C_detected_edge_sign_accuracy__q05"": 1.0,"
59787,"""level_C_detected_edge_sign_accuracy__q95"": 1.0,"
59788,"""level_C_detected_edge_sign_accuracy__std"": 0.0,"
59789,"""level_C_edge_rmse__mean"": 0.19348211195885065,"
59790,"""level_C_edge_rmse__median"": 0.1587119764346462,"
59791,"""level_C_edge_rmse__q05"": 0.08531270253500926,"
59792,"""level_C_edge_rmse__q95"": 0.29632003867739887,"
59793,"""level_C_edge_rmse__std"": 0.09886769375742395,"
59799,"""level_C_f1__mean"": 0.788997668997669,"
59800,"""level_C_f1__median"": 0.7692307692307693,"
59801,"""level_C_f1__q05"": 0.6133333333333333,"
59802,"""level_C_f1__q95"": 0.9818181818181818,"
59803,"""level_C_f1__std"": 0.1658463847576762,"
59834,"""level_C_nonedge_rmse__mean"": 0.08237449463816446,"
59835,"""level_C_nonedge_rmse__median"": 0.11477763798726189,"
59836,"""level_C_nonedge_rmse__q05"": 0.02637006924704353,"
59837,"""level_C_nonedge_rmse__q95"": 0.12059574388835821,"
59838,"""level_C_nonedge_rmse__std"": 0.04834170982853516,"
59839,"""level_C_normalized_shd__mean"": 0.14666666666666667,"
59840,"""level_C_normalized_shd__median"": 0.2,"
59841,"""level_C_normalized_shd__q05"": 0.013333333333333334,"
59842,"""level_C_normalized_shd__q95"": 0.2533333333333333,"
59843,"""level_C_normalized_shd__std"": 0.10954451150103323,"
59844,"""level_C_partial_corr_rmse__mean"": 0.13179260053742753,"
59845,"""level_C_partial_corr_rmse__median"": 0.13179437668761132,"
59846,"""level_C_partial_corr_rmse__q05"": 0.05387206372895748,"
59847,"""level_C_partial_corr_rmse__q95"": 0.19577589940454534,"
59848,"""level_C_partial_corr_rmse__std"": 0.06600979681820228,"
59849,"""level_C_precision__mean"": 0.7616666666666667,"
59850,"""level_C_precision__median"": 0.75,"
59851,"""level_C_precision__q05"": 0.605,"
59852,"""level_C_precision__q95"": 0.9666666666666667,"
59853,"""level_C_precision__std"": 0.16346933113652307,"
59854,"""level_C_recall__mean"": 0.8400000000000001,"
59855,"""level_C_recall__median"": 1.0,"
59856,"""level_C_recall__q05"": 0.6,"
59857,"""level_C_recall__q95"": 1.0,"
59858,"""level_C_recall__std"": 0.21908902300206645,"
59859,"""level_C_shd__mean"": 2.2,"
59860,"""level_C_shd__median"": 3.0,"
59861,"""level_C_shd__q05"": 0.2,"
59862,"""level_C_shd__q95"": 3.8,"
59863,"""level_C_shd__std"": 1.6431676725154984,"
59889,"""method"": ""latent_variable_determination2"","
59896,"""node_support_f1__mean"": 0.9568622295292615,"
59897,"""node_support_f1__median"": 0.9565217391304348,"
59898,"""node_support_f1__q05"": 0.9279352226720647,"
59899,"""node_support_f1__q95"": 0.9830181086519114,"
59900,"""node_support_f1__std"": 0.023916342202318353,"
59901,"""node_support_precision__mean"": 0.9514285714285714,"
59902,"""node_support_precision__median"": 1.0,"
59903,"""node_support_precision__q05"": 0.8657142857142857,"
59904,"""node_support_precision__q95"": 1.0,"
